title,original_ingredients,standardized_ingredients
Fastelavnsboller (Fastelavn Buns),"yeast, milk, butter, eggs, salt, white sugar, all-purpose flour, milk, cornstarch, eggs, white sugar, vanilla extract, egg, confectioners' sugar, water, cocoa powder","yeast, milk, butter, egg, salt, white sugar, all purpose flour, cornstarch, vanilla extract, confectioners sugar, water, cocoa powder"
Spicy Thai Basil Chicken (Pad Krapow Gai),"chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, brown sugar, vegetable oil, chicken thighs, shallots, garlic, Thai chilies, Serrano, or other hot pepper, basil, rice","chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, brown sugar, vegetable oil, chicken thigh, shallot, garlic, thai chile, serrano pepper, basil, rice"
Anise Waffle Cookies,"all-purpose flour, anise seed, salt, shortening, sugar, white sugar, eggs, anise oil, confectioners' sugar","all purpose flour, anise seed, salt, shortening, white sugar, egg, anise oil, confectioners sugar"
My Big Fat Greek Salad,"English cucumbers, kosher salt, cherry tomatoes, red onion, red bell pepper, Kalamata olives, green olives, oregano, cayenne pepper, red wine vinegar, olive oil, feta cheese, oregano","english cucumber, kosher salt, cherry tomato, red onion, red bell pepper, kalamata olive, green olive, oregano, cayenne pepper, red wine vinegar, olive oil, feta cheese"
Day After Thanksgiving Turkey Pho,"coriander seed, fennel seeds, cloves, cardamom pod, star anise pod, onion, ginger, water, turkey carcass, flat rice noodles, fish sauce, salt, turkey, onion, basil, cilantro, lime, chile-garlic sauce","coriander seed, fennel seed, clove, cardamom pod, star anise pod, onion, ginger, water, chicken carcass, flat rice noodle, fish sauce, salt, turkey, basil, cilantro, lime, chile garlic sauce"
Kringla II,"heavy cream, sour cream, white sugar, shortening, egg yolk, all-purpose flour, baking powder, baking soda, vanilla extract","heavy cream, sour cream, white sugar, shortening, egg yolk, all purpose flour, baking powder, baking soda, vanilla extract"
Chef John&#39;s Rocky Road,"dark chocolate chips, butter, maple syrup, miniature marshmallows, almonds, cocoa powder","dark chocolate chip, butter, maple syrup, miniature marshmallow, almond, cocoa powder"
Avocado-Lime Shrimp Salad (Ensalada de Camarones con Aguacate y Limon),"shrimp, avocados, tomatoes, yellow tomato, bell pepper, green onion tops, cilantro, lime juice","shrimp, avocado, tomato, yellow tomato, bell pepper, green onion top, cilantro, lime juice"
"Portuguese Chourico, Beans, and Rice","water, white rice, olive oil, dried chourico sausage, Spanish onion, garlic, tomato sauce, red pepper flakes, Italian seasoning, salt and pepper, fava beans","water, white rice, olive oil, dried chourico sausage, spanish onion, garlic, tomato sauce, red pepper flake, italian seasoning, salt, black pepper, fava bean"
"Beet, Walnut and Prune Salad","beets, walnuts, mayonnaise, prunes, garlic, salt","beet, walnut, mayonnaise, prune, garlic, salt"
Norwegian Potato Flatbread (Lefse),"russet potato, unsalted butter, heavy cream, salt, sugar, all-purpose flour","russet potato, unsalted butter, heavy cream, salt, white sugar, all purpose flour"
Brazilian Sweet Banana and Rice Dish,"lemon juice, sugar, butter, rum, bananas, water, brown rice, black beans, tomatoes, vegetable oil, sausage, dill, basil","lemon juice, white sugar, butter, rum, banana, water, brown rice, black bean, tomato, vegetable oil, sausage, dill, basil"
Mutton Varuval (Malaysian Indian-Style Goat Curry),"goat stew meat, salt, turmeric, black pepper, red onions, coconut oil, cinnamon stick, star anise pods, cardamom pods, fennel seeds, cloves, curry leaves, ginger-garlic paste, tomato, coconut oil, garam masala, curry powder, paprika, cilantro","goat stew meat, salt, turmeric, black pepper, red onion, coconut oil, cinnamon stick, star anise pod, cardamom pod, fennel seed, clove, curry leaf, ginger garlic paste, tomato, garam masala, curry powder, paprika, cilantro"
Portuguese Muffins - Bolo Levedo,"active dry yeast, water, all-purpose flour, sugar, eggs, butter, salt, milk","active dry yeast, water, all purpose flour, white sugar, egg, butter, salt, milk"
Puerto Rican Beef Stew,"all-purpose flour, salt, black pepper, beef stew meat, olive oil, sugar, carrots, potatoes, water, tomato sauce, red cooking wine, Manzanilla olives, sofrito, sazon seasoning with achiote, adobo seasoning, soy sauce, Worcestershire sauce","all purpose flour, salt, black pepper, beef stew meat, olive oil, white sugar, carrot, potato, water, tomato sauce, red cooking wine, manzanilla olive, sofrito, sazon seasoning, achiote, adobo seasoning, soy sauce, worcestershire sauce"
Chinese Chicken Wings,"soy sauce, brown sugar, garlic powder, chicken wings","soy sauce, brown sugar, garlic powder, chicken wing"
Shadi&#39;s Soup-e Mahicheh,"olive oil, onion, garlic, lamb shank, water, turmeric, black pepper, carrot, green lentils, rice, spinach, parsley, cilantro, salt, lemon","olive oil, onion, garlic, lamb shank, water, turmeric, black pepper, carrot, green lentil, rice, spinach, parsley, cilantro, salt, lemon"
Char Siu (Chinese BBQ Pork),"soy sauce, honey, ketchup, brown sugar, Chinese rice wine, hoisin sauce, red bean curd, Chinese five-spice powder, pork tenderloins","soy sauce, honey, ketchup, brown sugar, chinese rice wine, hoisin sauce, red bean curd, chinese five spice powder, pork tenderloin"
Greek Tzatziki,"plain low-fat yogurt, English cucumber, lemon juice, olive oil, garlic, dill, salt, black pepper, lemon zest","plain yogurt, english cucumber, lemon juice, olive oil, garlic, dill, salt, black pepper, lemon zest"
Hasselback Potatoes,"potatoes, butter, salt and pepper, Romano cheese, bread crumbs","potato, butter, salt, black pepper, romano cheese, bread crumb"
Dumplings and Cocky&#39;s Joy (Caramel Sauce),"self-rising flour, confectioners' sugar, butter, egg, milk, water, golden syrup, brown sugar, lemon juice, butter","self rising flour, confectioners sugar, butter, egg, milk, water, golden syrup, brown sugar, lemon juice"
Pakistani Lamb Chops,"oil, lamb chops, green cardamom, bay leaves, cinnamon stick, cumin seeds, black cardamom, onions, garlic, ginger root, red chile powder, turmeric, salt, green chile peppers, tomatoes, water, cilantro","oil, lamb chop, green cardamom, bay leaf, cinnamon stick, cumin seed, black cardamom, onion, garlic, ginger root, chile powder, turmeric, salt, green chile pepper, tomato, water, cilantro"
Lebanese Zaatar (Za&#39;atar) Bread,"water, yeast, salt, white sugar, all-purpose flour, whole wheat flour, olive oil, corn oil, 2 cups fresh za'atar","water, yeast, salt, white sugar, all purpose flour, whole wheat flour, olive oil, corn oil, zaatar"
Japanese-Style Ginger Salad Dressing,"soy sauce, lemon, garlic, ginger root, honey, mustard, black pepper, olive oil","soy sauce, lemon, garlic, ginger root, honey, mustard, black pepper, olive oil"
Al&#39;s Baked Swiss Steak,"beef round steak, seasoned salt, salt, black pepper, all-purpose flour, vegetable oil, stewed tomatoes, onion, green bell pepper, carrots, celery, beef broth, garlic, Worcestershire sauce, Cheddar cheese","beef round steak, seasoning salt, salt, black pepper, all purpose flour, vegetable oil, stewed tomato, onion, green bell pepper, carrot, celery, beef broth, garlic, worcestershire sauce, cheddar cheese"
Grilled Jerk Pork Tenderloin,"habanero peppers, onion, green onions, ginger, garlic, apple cider, white vinegar, soy sauce, olive oil, brown sugar, mustard seed, kosher salt, black pepper, thyme, allspice, nutmeg, cinnamon, wood chips, pork tenderloin","habanero pepper, onion, green onion, ginger, garlic, apple cider, white vinegar, soy sauce, olive oil, brown sugar, mustard seed, kosher salt, black pepper, thyme, allspice, nutmeg, cinnamon, wood chip, pork tenderloin"
Chrusciki,"egg yolks, egg, white sugar, whiskey, salt, vanilla extract, all-purpose flour, vegetable oil, confectioners' sugar","egg yolk, egg, white sugar, whiskey, salt, vanilla extract, all purpose flour, vegetable oil, confectioners sugar"
Coffee Jelly,"water, unflavored gelatin, coffee, sugar","water, unflavored gelatin, coffee, sugar"
Thai Hot and Sour Soup,"chicken stock, tom yum paste, garlic, lemon grass, makrut lime leaves, chicken breast halves, mushrooms, fish sauce, lime juice, green chile pepper, coriander, basil","chicken stock, tom yum paste, garlic, lemongrass, makrut lime leaf, chicken breast half, mushroom, fish sauce, lime juice, green chile pepper, coriander, basil"
Homemade Manti (Traditional Turkish Dumplings),"all-purpose flour, salt, eggs, water, onions, beef, salt and pepper, vegetable oil, red pepper flakes, plain yogurt, garlic","all purpose flour, salt, egg, water, onion, beef, black pepper, vegetable oil, red pepper flake, plain yogurt, garlic"
Racuchy z Jablkami (Polish Apple Pancakes),"milk, all-purpose flour, eggs, sugar, cinnamon, baking soda, salt, apples, oil, confectioners' sugar","milk, all purpose flour, egg, sugar, cinnamon, baking soda, salt, apple, oil, confectioners sugar"
Chimichurri Sauce,"parsley, extra virgin olive oil, red wine vinegar, oregano, cumin, garlic, pepper sauce, salt","parsley, extra virgin olive oil, red wine vinegar, oregano, cumin, garlic, pepper sauce, salt"
Old-Fashioned Swedish Glögg,"port wine, 100 proof bourbon whiskey, white rum, cinnamon stick, orange peel, cloves, cardamom pods, cheesecloth, sugar, dark raisins, almonds","port wine, bourbon whiskey, white rum, cinnamon stick, orange peel, clove, cardamom pod, cheesecloth, sugar, dark raisin, almond"
Instant Pot® Puerto Rican Arroz con Pollo,"olive oil, salt pork, chicken breasts, sazon seasoning with achiote, sofrito, tomato sauce, green olives, capers, white rice, gandules, salt, black pepper","olive oil, salt pork, chicken breast, sazon seasoning, achiote, sofrito, tomato sauce, green olive, caper, white rice, gandule, salt, black pepper"
Lebanese Seven Spices,"black pepper, cumin, paprika, coriander, cloves, nutmeg, cinnamon, cardamom","black pepper, cumin, paprika, coriander, clove, nutmeg, cinnamon, cardamom"
Maamoul (Lebanese Date Cookies),"semolina flour, all-purpose flour, mahlab, salt, butter, milk, white sugar, active dry yeast, orange blossom water, date paste, sugar","semolina flour, all purpose flour, mahlab, salt, butter, milk, white sugar, active dry yeast, orange blossom water, date paste"
Curry Pasta - Pakistani Style,"chickpea flour, red bell peppers, curry leaves, chicken, ginger garlic paste, turmeric, paprika, water, coconut milk powder, water, spaghetti, green chile peppers, cilantro, lemon","chickpea flour, red bell pepper, curry leaf, chicken, ginger garlic paste, turmeric, paprika, water, coconut milk powder, spaghetti, green chile pepper, cilantro, lemon"
Havana Slow Cooker Pork Tenderloin,"onion, pork tenderloin, garlic, orange juice, red wine vinegar, lemon, cumin, grill seasoning, salt, red pepper, bay leaves, lemon peel","onion, pork tenderloin, garlic, orange juice, red wine vinegar, lemon, cumin, grill seasoning, salt, red pepper, bay leaf, lemon peel"
Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce),"poblano peppers, olive oil, onion, garlic, pork, tomatoes, plantain, apple, peach, parsley, candied orange peel, pine nuts, raisins, almonds, cloves, salt and pepper, walnuts, milk, goat cheese, sugar, cinnamon stick, pomegranate seeds, parsley","poblano pepper, olive oil, onion, garlic, pork, tomato, plantain, apple, peach, parsley, candied orange peel, pine nut, raisin, almond, clove, black pepper, walnut, milk, goat cheese, sugar, cinnamon stick, pomegranate seed, parsley"
Fattigmann,"egg, egg yolks, heavy cream, sugar, butter, cardamom, all-purpose flour, lard","egg, egg yolk, heavy cream, sugar, butter, cardamom, all purpose flour, lard"
Hawaiian Apple-Pineapple Crumble,"apples, lemon juice, pineapple, cranberry sauce, quick cooking oats, brown sugar, all-purpose flour, cinnamon, salt, butter","apple, lemon juice, pineapple, cranberry sauce, quick cooking oat, brown sugar, all purpose flour, cinnamon, salt, butter"
Puerto Rican Coquito,"water, sweetened condensed milk, dark rum, coconut milk, cinnamon, salt","water, sweetened condensed milk, dark rum, coconut milk, cinnamon, salt"
Nuoc Cham (Vietnamese Spicy Dipping Sauce),"water, red chile peppers, garlic, fish sauce, rice vinegar, sugar, lemon juice","water, red chile pepper, garlic, fish sauce, rice vinegar, sugar, lemon juice"
Baked Taco Dip,"cream cheese, ground beef, water, taco seasoning mix, salsa, Cheddar cheese","cream cheese, ground beef, water, taco seasoning mix, salsa, cheddar cheese"
Easy Polish Noodles,"chicken broth, water, chicken soup base, kluski noodles","chicken broth, water, chicken soup base, kluski noodle"
Jamaican Oxtail with Broad Beans,"beef oxtail, onion, green onion, garlic, ginger root, scotch bonnet chile pepper, soy sauce, thyme, salt, black pepper, vegetable oil, water, fava beans, allspice berries, cornstarch, water","beef oxtail, onion, green onion, garlic, ginger root, scotch bonnet chile pepper, soy sauce, thyme, salt, black pepper, vegetable oil, water, fava bean, allspice berry, cornstarch, water"
Aargau Carrot Cake,"eggs, white sugar, lemon zest, lemon juice, carrots, almonds, all-purpose flour, baking powder, salt, confectioners' sugar, lemon juice","egg, white sugar, lemon zest, lemon juice, carrot, almond, all purpose flour, baking powder, salt, confectioners sugar, lemon juice"
Pad Thai,"rice noodles, butter, chicken breast, vegetable oil, eggs, sugar, fish sauce, white wine vinegar, red pepper, bean sprouts, onions, peanuts, lemon","rice noodle, butter, chicken breast, vegetable oil, egg, sugar, fish sauce, white wine vinegar, red pepper, bean sprout, onion, peanut, lemon"
Sabzi Polo (Green Herb Rice),"long-grain basmati rice, salt, saffron, water, parsley, cilantro, dill, chives, dill, grapeseed oil, lavash bread, spring garlic, water, unsalted butter","long grain basmati rice, salt, saffron, water, parsley, cilantro, dill, chive, dill, grapeseed oil, lavash bread, spring garlic, water, unsalted butter"
Rose Water White Coffee,"rose water, water, sugar crystals, rose petal","rose water, water, sugar crystal, rose petal"
Brazilian Carrot Cake,"carrots, eggs, cooking oil, white sugar, all-purpose flour, baking powder, butter or margarine, sugar, hot chocolate mix, milk","carrot, egg, cooking oil, white sugar, all purpose flour, baking powder, butter, sugar, hot chocolate mix, milk"
